number,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,u_priority_confirmation,duracion_horas
INC0016421,Caller 1904,Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,True,0.23333333333333334
INC0013061,Caller 1306,Opened by  62,Phone,Location 85,Category 20,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,188.75
INC0011169,Caller 4057,Opened by  390,Phone,Location 204,Category 46,Subcategory 251,Symptom 218,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 133,True,331.28333333333336
INC0016430,Caller 2232,Opened by  62,Phone,Location 135,Category 53,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 33,True,0.2
INC0012372,Caller 1270,Opened by  120,Phone,Location 51,Category 40,Subcategory 44,Symptom 7,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 229,True,216.71666666666667
INC0016385,Caller 5350,Opened by  17,Phone,Location 143,Category 53,Subcategory 80,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 19,Resolver 65,True,1.0666666666666667
INC0010120,Caller 3594,Opened by  386,Phone,Location 108,Category 57,Subcategory 146,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,True,379.31666666666666
INC0016441,Caller 3525,Opened by  460,Phone,Location 204,Category 42,Subcategory 224,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,False,0.15
INC0011050,Caller 2269,Opened by  17,Phone,Location 36,Category 28,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,False,334.35
INC0016448,Caller 1904,Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,True,0.03333333333333333
INC0011859,Caller 190,Opened by  17,Phone,Location 204,Category 20,Subcategory 125,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,239.75
INC0016431,Caller 2828,Opened by  17,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,0.31666666666666665
INC0010133,Caller 2737,Opened by  17,Phone,Location 51,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,False,379.1
INC0011111,Caller 3536,Opened by  390,Phone,Location 108,Category 20,Subcategory 125,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,332.81666666666666
INC0016436,Caller 4542,Opened by  17,Phone,Location 108,Category 35,Subcategory 132,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,0.3333333333333333
INC0016445,Caller 3587,Opened by  62,Phone,Location 93,Category 44,Subcategory 64,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 194,False,0.23333333333333334
INC0010553,Caller 3862,Opened by  17,Phone,Location 143,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,No asignado,No asignado,False,357.0833333333333
INC0015191,Caller 2359,Opened by  17,Phone,Location 143,Category 38,Subcategory 86,Symptom 472,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,True,51.81666666666667
INC0016414,Caller 3724,Opened by  131,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 194,False,0.8
INC0016407,Caller 3182,Opened by  17,Phone,Location 43,Category 44,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 176,False,0.95
INC0016388,Caller 1441,Opened by  24,Phone,Location 179,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,True,1.3333333333333333
INC0016447,Caller 1133,Opened by  131,Phone,Location 179,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,True,0.31666666666666665
INC0016458,Caller 5419,Opened by  17,Phone,Location 46,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,0.11666666666666667
INC0016454,Caller 2232,Opened by  62,Phone,Location 135,Category 53,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 33,True,0.23333333333333334
INC0013817,Caller 533,Opened by  17,Phone,Location 204,Category 26,Subcategory 175,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,146.53333333333333
INC0010786,Caller 98,Opened by  58,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,No asignado,False,347.8
INC0013007,Caller 3575,Opened by  17,Phone,Location 108,Category 40,Subcategory 44,Symptom 7,2 - Medium,2 - Medium,3 - Moderate,No asignado,No asignado,False,191.26666666666668
INC0013008,Caller 1816,Opened by  17,Phone,Location 161,Category 26,Subcategory 175,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,No asignado,False,191.26666666666668
INC0014426,Caller 2045,Opened by  47,Phone,Location 108,Category 20,Subcategory 103,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 76,No asignado,False,112.18333333333334
INC0010549,Caller 674,Opened by  390,Phone,Location 179,Category 26,Subcategory 164,Symptom 420,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,False,357.48333333333335
INC0016465,Caller 2232,Opened by  62,Phone,Location 135,Category 53,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 33,True,0.18333333333333332
INC0011825,Caller 685,Opened by  24,Phone,Location 143,Category 53,Subcategory 13,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,No asignado,False,240.61666666666667
INC0013914,Caller 1517,Opened by  24,Phone,Location 143,Category 32,Subcategory 300,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 76,Resolver 17,False,145.28333333333333
INC0009407,Caller 2604,Opened by  17,Phone,Location 161,Category 9,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 249,False,407.6
INC0016307,Caller 3256,Opened by  17,Phone,Location 161,Category 9,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,3.3333333333333335
INC0013933,Caller 1633,Opened by  8,Phone,Location 204,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,True,145.1
INC0014985,Caller 225,Opened by  17,Phone,Location 204,Category 26,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 233,False,68.15
INC0005500,Caller 3905,Opened by  59,Phone,Location 204,Category 46,Subcategory 255,Symptom 280,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 247,False,668.2666666666667
INC0016318,Caller 4810,Opened by  17,Phone,Location 161,Category 37,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 120,False,2.8833333333333333
INC0016032,Caller 5594,Opened by  535,Phone,Location 167,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,False,20.6
INC0016353,Caller 3036,Opened by  17,Phone,Location 108,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,False,2.2333333333333334
INC0013614,Caller 4601,Opened by  386,Phone,Location 204,Category 9,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,164.18333333333334
INC0016439,Caller 3653,Opened by  44,Phone,Location 161,Category 34,Subcategory 154,Symptom 102,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,True,0.9333333333333333
INC0013289,Caller 4072,Opened by  397,Phone,Location 143,Category 26,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,177.7
INC0015738,Caller 4962,Opened by  17,Phone,Location 204,Category 9,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,27.333333333333332
INC0015782,Caller 784,Opened by  24,Phone,Location 204,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,26.4
INC0016147,Caller 3889,Opened by  24,Phone,Location 204,Category 24,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,19.45
INC0015053,Caller 3605,Opened by  386,Phone,Location 204,Category 26,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 233,True,66.93333333333334
INC0013981,Caller 1747,Opened by  62,Phone,Location 81,Category 13,Subcategory 302,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,False,144.76666666666668
INC0016479,Caller 3525,Opened by  131,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,True,0.16666666666666666
INC0011993,Caller 4337,Opened by  40,Phone,Location 93,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 13,True,237.81666666666666
INC0016265,Caller 3763,Opened by  360,Phone,Location 199,Category 46,Subcategory 220,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 175,False,14.216666666666667
INC0014001,Caller 4886,Opened by  17,Phone,Location 161,Category 46,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,No asignado,False,144.73333333333332
INC0015752,Caller 5625,Opened by  17,Phone,Location 204,Category 37,Subcategory 135,Symptom 127,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,27.083333333333332
INC0014893,Caller 5625,Opened by  17,Phone,Location 204,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,True,70.7
INC0014031,Caller 4533,Opened by  17,Phone,Location 55,Category 53,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,False,144.25
INC0014831,Caller 4965,Opened by  17,Phone,Location 161,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,71.86666666666666
INC0011117,Caller 2502,Opened by  17,Phone,Location 108,Category 26,Subcategory 275,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,True,333.56666666666666
INC0016381,Caller 1237,Opened by  40,Phone,Location 108,Category 46,Subcategory 150,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 200,False,2.25
INC0011639,Caller 1992,Opened by  8,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,True,243.93333333333334
INC0016493,Caller 5331,Opened by  512,Phone,Location 204,Category 34,Subcategory 134,Symptom 102,3 - Low,3 - Low,4 - Low,Group 25,Resolver 227,True,0.15
INC0015084,Caller 4459,Opened by  17,Phone,Location 108,Category 51,Subcategory 25,Symptom 44,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,False,66.71666666666667
INC0014746,Caller 116,Opened by  12,Phone,Location 204,Category 43,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 13,Resolver 10,True,73.53333333333333
INC0014867,Caller 2520,Opened by  240,Phone,Location 188,Category 51,Subcategory 301,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 127,True,71.41666666666667
INC0016504,Caller 3995,Opened by  131,Phone,Location 93,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,True,0.11666666666666667
INC0016308,Caller 165,Opened by  131,Phone,Location 108,Category 13,Subcategory 302,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 69,Resolver 229,False,4.1
INC0014949,Caller 2852,Opened by  17,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 13,False,69.58333333333333
INC0015023,Caller 3144,Opened by  386,Phone,Location 54,Category 20,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 29,No asignado,False,68.11666666666666
INC0010898,Caller 1282,Opened by  390,Phone,Location 108,Category 53,Subcategory 130,Symptom 296,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,True,338.43333333333334
INC0016497,Caller 1827,Opened by  17,Phone,Location 96,Category 37,Subcategory 135,Symptom 118,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,0.26666666666666666
INC0016506,Caller 3804,Opened by  24,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 17,False,0.31666666666666665
INC0011106,Caller 2006,Opened by  17,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 13,False,334.3333333333333
INC0016517,Caller 5446,Opened by  536,Phone,Location 161,Category 9,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,0.03333333333333333
INC0012976,Caller 2527,Opened by  17,Phone,Location 229,Category 53,Subcategory 82,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,No asignado,No asignado,False,193.28333333333333
INC0016518,Caller 5446,Opened by  536,Phone,Location 161,Category 9,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,False,0.03333333333333333
INC0015451,Caller 1700,Opened by  17,Phone,Location 131,Category 23,Subcategory 3,Symptom 9,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 93,True,48.36666666666667
INC0016513,Caller 608,Opened by  108,Phone,Location 204,Category 37,Subcategory 123,Symptom 127,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.2
INC0015792,Caller 616,Opened by  17,Phone,Location 161,Category 57,Subcategory 184,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,True,26.916666666666668
INC0012981,Caller 4210,Opened by  40,Phone,Location 165,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 13,False,193.26666666666668
INC0016433,Caller 3036,Opened by  17,Phone,Location 108,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 60,Resolver 151,True,1.95
INC0016311,Caller 3449,Opened by  17,Phone,Location 204,Category 37,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 83,False,4.283333333333333
INC0014363,Caller 461,Opened by  17,Phone,Location 204,Category 26,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,True,126.01666666666667
INC0015109,Caller 1406,Opened by  58,Phone,Location 161,Category 57,Subcategory 159,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,True,65.51666666666667
INC0013722,Caller 3784,Opened by  305,Phone,Location 93,Category 26,Subcategory 175,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,No asignado,False,162.3
INC0016520,Caller 3982,Opened by  17,Phone,Location 161,Category 57,Subcategory 170,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,0.3
INC0013358,Caller 4393,Opened by  40,Phone,Location 143,Category 57,Subcategory 185,Symptom 296,2 - Medium,2 - Medium,3 - Moderate,Group 56,No asignado,False,171.58333333333334
INC0016526,Caller 1052,Opened by  386,Phone,Location 204,Category 37,Subcategory 135,Symptom 127,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,True,0.25
INC0011675,Caller 5090,Opened by  17,Phone,Location 108,Category 26,Subcategory 175,Symptom 571,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,243.88333333333333
INC0016527,Caller 4893,Opened by  17,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,0.25
INC0013462,Caller 470,Opened by  17,Phone,Location 93,Category 42,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,169.53333333333333
INC0014915,Caller 2422,Opened by  40,Phone,Location 229,Category 20,Subcategory 125,Symptom 517,2 - Medium,2 - Medium,3 - Moderate,No asignado,No asignado,False,71.11666666666666
INC0016514,Caller 740,Opened by  17,Phone,Location 93,Category 26,Subcategory 275,Symptom 474,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,0.8833333333333333
INC0016500,Caller 5055,Opened by  40,Phone,Location 15,Category 20,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,1.15
INC0014871,Caller 2035,Opened by  108,Phone,Location 108,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,No asignado,False,72.38333333333334
INC0014326,Caller 4304,Opened by  17,Phone,Location 93,Category 20,Subcategory 125,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,No asignado,False,137.9
INC0016492,Caller 3816,Opened by  40,Phone,Location 204,Category 20,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,1.3666666666666667
INC0012377,Caller 5016,Opened by  8,Phone,Location 51,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,3 - Moderate,Group 20,No asignado,False,219.08333333333334
INC0012502,Caller 3355,Opened by  17,Phone,Location 51,Category 28,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,No asignado,False,217.15
INC0016461,Caller 1236,Opened by  62,Phone,Location 14,Category 13,Subcategory 302,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,2.3
INC0016538,Caller 2251,Opened by  386,Phone,Location 108,Category 35,Subcategory 28,Symptom 506,2 - Medium,2 - Medium,3 - Moderate,Group 70,No asignado,False,0.2
INC0016475,Caller 5412,Opened by  520,Phone,Location 51,Category 42,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,True,2.1
INC0016539,Caller 4417,Opened by  17,Phone,Location 204,Category 46,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 13,True,0.23333333333333334
INC0012694,Caller 3073,Opened by  386,Phone,Location 161,Category 26,Subcategory 175,No reportado,2 - Medium,2 - Medium,3 - Moderate,No asignado,Resolver 33,False,212.7
INC0016540,Caller 4152,Opened by  55,Phone,Location 39,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,0.21666666666666667
INC0016522,Caller 5641,Opened by  108,Phone,Location 161,Category 46,Subcategory 223,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,False,1.1666666666666667
INC0013848,Caller 5149,Opened by  17,Phone,Location 51,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 201,True,148.51666666666668
INC0016546,Caller 2967,Opened by  17,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,0.11666666666666667
INC0013640,Caller 1519,Opened by  386,Phone,Location 245,Category 46,Subcategory 233,Symptom 230,2 - Medium,2 - Medium,3 - Moderate,Group 21,Resolver 234,True,165.88333333333333
INC0015208,Caller 5098,Opened by  17,Phone,Location 221,Category 46,Subcategory 174,No reportado,2 - Medium,2 - Medium,3 - Moderate,Group 21,Resolver 234,False,53.666666666666664
